continue_drop,student_id,gender,caste,mathematics_marks,english_marks,science_marks,science_teacher,languages_teacher,guardian,internet,school_id,total_students,total_toilets,establishment_year
continue,s18417,F,SC,0.687,0.483,0.687,6,10,mother,TRUE,00384,190,14,1996
continue,s18418,F,ST,0.434,0.611,0.434,2,5,father,TRUE,00312,257,14,1946
continue,s18419,F,BC,0.336,0.448,0.336,6,10,mother,FALSE,00341,430,44,1959
continue,s18420,F,SC,0.443,0.424,0.443,4,0,father,TRUE,00389,299,1,1921
continue,s18421,F,ST,0.51,0.44,0.51,2,0,mother,TRUE,00368,240,15,1893
continue,s18422,F,BC,0.653,0.572,0.653,5,6,mother,TRUE,00331,516,15,1996
continue,s18423,F,BC,0.586,0.648,0.586,4,9,father,TRUE,00362,397,5,1950
continue,s18424,F,BC,0.347,0.538,0.347,4,5,father,FALSE,00374,207,28,1896
continue,s18425,F,BC,0.542,0.767,0.542,1,5,mother,TRUE,00311,209,14,1976
continue,s18426,F,ST,0.819,0.798,0.819,8,6,mother,TRUE,00390,140,14,1972
continue,s18427,F,ST,0.676,0.764,0.676,0,5,mother,TRUE,00314,286,28,1903
continue,s18428,F,BC,0.416,0.533,0.416,0,4,mother,TRUE,00329,275,60,1914
continue,s18429,F,SC,0.495,0.741,0.495,0,3,mother,TRUE,00305,354,86,1986
continue,s18430,F,OC,0.576,0.667,0.576,7,3,mother,FALSE,00329,275,60,1914
continue,s18431,F,OC,0.277,0.465,0.277,0,3,mother,TRUE,00331,516,15,1996
continue,s18432,F,SC,0.401,0.538,0.401,2,1,mother,TRUE,00324,170,31,1949
continue,s18433,F,SC,0.626,0.751,0.626,5,4,father,TRUE,00336,206,17,1940
continue,s18434,F,OC,0.413,0.831,0.413,8,3,father,TRUE,00342,295,18,1907
continue,s18435,F,BC,0.328,0.547,0.328,3,6,mother,TRUE,00380,228,15,1918
continue,s18436,F,BC,0.503,0.446,0.503,4,4,mother,TRUE,00360,273,2,1995
continue,s18437,F,BC,0.948,0.939,0.948,4,4,mother,FALSE,00305,354,86,1986
continue,s18438,F,BC,0.404,0.532,0.404,0,7,mother,FALSE,00392,469,14,1905
continue,s18439,F,SC,0.666,0.727,0.666,4,6,mother,TRUE,00387,113,4,2014
continue,s18440,F,SC,0.235,0.483,0.235,1,7,father,TRUE,00397,221,15,1915
continue,s18441,F,BC,0.347,0.643,0.347,1,6,mother,TRUE,00380,228,15,1918
drop,s18442,F,OC,0.64,0.711,0.64,8,10,mother,TRUE,00394,122,15,1889
continue,s18443,F,BC,0.284,0.558,0.284,1,10,mother,FALSE,00369,387,28,1921
continue,s18444,F,SC,0.227,0.432,0.227,8,5,father,TRUE,00307,177,15,1926
continue,s18445,F,SC,0.148,0.479,0.148,4,5,mother,FALSE,00380,228,15,1918
continue,s18446,F,ST,0.389,0.582,0.389,4,6,mother,TRUE,00372,99,14,1956
continue,s18447,F,BC,0.482,0.698,0.482,5,2,mother,FALSE,00367,128,14,1969
continue,s18448,F,BC,0.613,0.696,0.613,1,2,mother,TRUE,00329,275,60,1914
continue,s18449,F,BC,0.5,0.544,0.5,1,5,mother,TRUE,00328,356,14,1943
continue,s18450,F,BC,0.474,0.562,0.474,9,4,mother,TRUE,00305,354,86,1986
continue,s18451,F,OC,0.46,0.635,0.46,1,10,mother,FALSE,00343,353,15,1957
continue,s18452,F,SC,0.357,0.573,0.357,6,6,father,FALSE,00344,220,71,1910
continue,s18453,F,BC,0.531,0.778,0.531,8,4,mother,TRUE,00330,125,43,1959
continue,s18454,F,BC,0.79,0.865,0.79,0,10,father,FALSE,00361,287,15,1992
continue,s18455,F,SC,0.684,0.848,0.684,8,6,father,TRUE,00362,397,5,1950
continue,s18456,F,OC,0.885,0.985,0.885,5,5,father,TRUE,00315,280,1,1923
continue,s18457,F,BC,0.74,0.869,0.74,4,3,mother,TRUE,00336,206,17,1940
continue,s18458,F,BC,0.152,0.568,0.152,2,0,mother,TRUE,00331,516,15,1996
continue,s18459,F,BC,0.413,0.611,0.413,3,2,mother,FALSE,00388,155,1,1910
continue,s18460,F,BC,0.474,0.255,0.474,0,6,mother,TRUE,00343,353,15,1957
continue,s18461,F,BC,0.757,0.481,0.757,1,6,mother,TRUE,00360,273,2,1995
continue,s18462,F,BC,0.646,0.804,0.646,8,0,mother,TRUE,00334,571,61,1924
continue,s18463,F,BC,0.73,0.554,0.73,6,3,mother,TRUE,00345,143,28,1879
drop,s18464,F,BC,0.697,0.947,0.697,6,3,mother,TRUE,00330,125,43,1959
continue,s18465,F,BC,0.275,0.429,0.275,4,6,mother,TRUE,00321,35,1,1983
continue,s18466,F,BC,0.531,0.564,0.531,5,3,mother,FALSE,00382,470,71,1896
continue,s18467,F,OC,0.935,0.734,0.935,8,5,mother,TRUE,00360,273,2,1995
continue,s18468,F,BC,0.447,0.45,0.447,0,4,mother,TRUE,00396,129,21,2006
continue,s18469,F,BC,0.444,0.559,0.444,1,0,mother,TRUE,00393,111,10,2006
continue,s18470,F,SC,0.794,0.667,0.794,4,6,mother,TRUE,00315,280,1,1923
continue,s18471,F,OC,0.737,0.649,0.737,8,5,father,TRUE,00348,80,14,1871
continue,s18472,F,SC,0.631,0.6,0.631,3,6,father,TRUE,00305,354,86,1986
continue,s18473,F,ST,0.594,0.532,0.594,2,9,mother,TRUE,00336,206,17,1940
continue,s18474,F,BC,0.236,0.464,0.236,4,7,father,TRUE,00351,251,100,1924
continue,s18475,F,BC,0.737,0.836,0.737,2,6,father,TRUE,00304,390,28,1914
continue,s18476,F,BC,0.778,0.747,0.778,9,9,mother,TRUE,00333,335,43,1916
continue,s18477,F,SC,0.386,0.632,0.386,9,0,mother,TRUE,00367,128,14,1969
continue,s18478,F,SC,0.61,0.81,0.61,5,6,mother,TRUE,00370,272,1,1961
continue,s18479,F,BC,0.674,0.567,0.674,4,12,father,TRUE,00392,469,14,1905
continue,s18480,F,OC,0.494,0.5,0.494,6,8,mother,TRUE,00322,179,8,1955
continue,s18481,F,SC,0.422,0.436,0.422,1,6,mother,FALSE,00334,571,61,1924
continue,s18482,F,SC,0.068,0.31,0.068,3,9,mother,TRUE,00343,353,15,1957
continue,s18483,F,BC,0.212,0.601,0.212,1,4,mother,FALSE,00376,68,15,1918
continue,s18484,F,SC,0.332,0.289,0.332,5,10,mother,TRUE,00394,122,15,1889
continue,s18485,F,BC,0.511,0.551,0.511,1,5,mother,TRUE,00313,399,14,1916
continue,s18486,F,SC,0.592,0.891,0.592,3,7,mother,FALSE,00384,190,14,1996
continue,s18487,F,SC,0.274,0.24,0.274,0,7,mother,FALSE,00328,356,14,1943
continue,s18488,F,BC,0.404,0.608,0.404,6,9,mother,TRUE,00328,356,14,1943
continue,s18489,F,BC,0.37,0.753,0.37,2,4,mother,TRUE,00333,335,43,1916
continue,s18490,F,SC,0.186,0.51,0.186,6,4,other,TRUE,00382,470,71,1896
continue,s18491,F,SC,0.236,0.56,0.236,7,0,mother,TRUE,00345,143,28,1879
continue,s18492,F,OC,1.002,0.92,1.002,2,4,mother,TRUE,00360,273,2,1995
continue,s18493,F,BC,0.194,0.508,0.194,4,9,mother,TRUE,00320,384,28,1909
continue,s18494,F,BC,0.504,0.575,0.504,4,5,mother,TRUE,00340,134,15,1976
continue,s18495,F,BC,0.79,0.818,0.79,4,5,father,TRUE,00324,170,31,1949
continue,s18496,F,OC,0.703,0.814,0.703,1,0,mother,TRUE,00363,148,28,1895
continue,s18497,F,BC,0.114,0.444,0.114,2,7,mother,TRUE,00305,354,86,1986
continue,s18498,F,SC,0.481,0.754,0.481,2,7,mother,TRUE,00367,128,14,1969
continue,s18499,F,OC,0.642,0.901,0.642,5,10,father,TRUE,00365,444,14,1970
continue,s18500,F,SC,0.885,0.745,0.885,4,3,father,TRUE,00362,397,5,1950
continue,s18501,F,BC,0.448,0.581,0.448,1,10,father,TRUE,00375,29,14,1898
continue,s18502,F,BC,0.523,0.594,0.523,0,7,mother,TRUE,00329,275,60,1914
continue,s18503,F,BC,0.578,0.728,0.578,0,10,mother,TRUE,00389,299,1,1921
continue,s18504,F,ST,0.522,0.568,0.522,5,6,mother,FALSE,00359,305,44,1915
continue,s18505,F,BC,0.143,0.517,0.143,4,7,other,TRUE,00377,86,14,1954
continue,s18506,F,BC,0.772,0.646,0.772,5,3,mother,TRUE,00374,207,28,1896
continue,s18507,F,BC,0.353,0.57,0.353,5,4,other,TRUE,00362,397,5,1950
continue,s18508,F,BC,0.346,0.296,0.346,2,1,other,FALSE,00327,251,18,1984
continue,s18509,F,BC,0.354,0.578,0.354,1,5,other,TRUE,00382,470,71,1896
continue,s18510,F,SC,0.418,0.496,0.418,2,6,other,TRUE,00341,430,44,1959
continue,s18511,F,BC,0.266,0.623,0.266,7,6,other,TRUE,00326,177,17,1986
continue,s18512,M,BC,0.521,0.401,0.521,4,8,mother,TRUE,00320,384,28,1909
continue,s18513,M,BC,0.357,0.227,0.357,2,7,mother,FALSE,00336,206,17,1940
continue,s18514,M,BC,0.172,0.42,0.172,8,10,mother,FALSE,00346,87,30,1967
continue,s18515,M,SC,0.851,0.584,0.851,3,0,mother,TRUE,00394,122,15,1889
continue,s18516,M,BC,0.674,0.46,0.674,0,2,father,TRUE,00320,384,28,1909
continue,s18517,M,SC,0.782,0.713,0.782,2,5,other,TRUE,00389,299,1,1921
continue,s18518,M,SC,0.951,0.704,0.951,8,4,mother,TRUE,00310,262,28,1985
continue,s18519,M,BC,0.547,0.537,0.547,2,6,mother,TRUE,00312,257,14,1946
continue,s18520,M,BC,0.646,0.544,0.646,4,3,mother,TRUE,00361,287,15,1992
continue,s18521,M,BC,0.391,0.451,0.391,5,0,father,TRUE,00365,444,14,1970
continue,s18522,M,SC,0.745,0.645,0.745,4,3,father,TRUE,00335,87,14,1886
continue,s18523,M,BC,0.463,0.374,0.463,6,6,mother,TRUE,00374,207,28,1896
continue,s18524,M,BC,0.562,0.53,0.562,8,5,father,TRUE,00353,359,8,1986
continue,s18525,M,SC,0.83,0.567,0.83,0,0,mother,TRUE,00383,132,14,1996
continue,s18526,M,BC,0.788,0.655,0.788,8,9,father,TRUE,00396,129,21,2006
continue,s18527,M,SC,0.576,0.347,0.576,4,10,father,TRUE,00365,444,14,1970
continue,s18528,M,BC,0.543,0.537,0.543,6,2,mother,TRUE,00304,390,28,1914
continue,s18529,M,SC,0.847,0.456,0.847,5,7,mother,TRUE,00337,185,15,1975
continue,s18530,M,SC,0.472,0.384,0.472,4,5,mother,TRUE,00396,129,21,2006
continue,s18531,M,BC,0.73,0.502,0.73,6,3,mother,FALSE,00337,185,15,1975
continue,s18532,M,BC,0.485,0.52,0.485,1,8,mother,TRUE,00374,207,28,1896
continue,s18533,M,SC,0.474,0.494,0.474,6,10,mother,TRUE,00312,257,14,1946
continue,s18534,M,OC,0.774,0.691,0.774,4,2,mother,TRUE,00389,299,1,1921
continue,s18535,M,SC,0.257,0.383,0.257,7,7,father,TRUE,00307,177,15,1926
continue,s18536,M,BC,0.72,0.513,0.72,1,0,father,TRUE,00338,145,2,1929
continue,s18537,M,SC,0.503,0.403,0.503,8,3,mother,TRUE,00343,353,15,1957
continue,s18538,M,ST,0.655,0.841,0.655,3,6,father,FALSE,00341,430,44,1959
continue,s18539,M,SC,0.584,0.552,0.584,3,9,mother,TRUE,00305,354,86,1986
continue,s18540,M,ST,0.838,0.759,0.838,4,2,mother,TRUE,00352,177,28,1905
continue,s18541,M,ST,0.999,0.745,0.999,2,6,father,TRUE,00312,257,14,1946
continue,s18542,M,SC,0.763,0.72,0.763,6,6,mother,FALSE,00314,286,28,1903
drop,s18543,M,BC,0.438,0.495,0.438,5,3,mother,TRUE,00392,469,14,1905
continue,s18544,M,BC,0.895,0.807,0.895,0,6,mother,TRUE,00365,444,14,1970
continue,s18545,M,OC,0.565,0.397,0.565,4,3,father,FALSE,00335,87,14,1886
continue,s18546,M,BC,1.03,0.597,1.03,3,4,mother,TRUE,00313,399,14,1916
continue,s18547,M,BC,0.401,0.599,0.401,6,3,father,TRUE,00303,28,14,1898
continue,s18548,M,BC,0.632,0.561,0.632,2,6,mother,TRUE,00300,198,28,1913
continue,s18549,M,BC,0.762,0.562,0.762,3,4,mother,TRUE,00347,67,1,1935
continue,s18550,M,OC,0.453,0.535,0.453,5,5,mother,TRUE,00315,280,1,1923
continue,s18551,M,BC,0.913,0.937,0.913,6,12,mother,TRUE,00331,516,15,1996
continue,s18552,M,OC,0.833,0.666,0.833,1,4,mother,TRUE,00333,335,43,1916
continue,s18553,M,BC,0.736,0.662,0.736,4,6,father,TRUE,00363,148,28,1895
continue,s18554,M,BC,0.666,0.468,0.666,7,6,other,TRUE,00362,397,5,1950
continue,s18555,M,BC,0.682,0.622,0.682,5,5,mother,TRUE,00382,470,71,1896
continue,s18556,M,BC,0.354,0.66,0.354,8,0,mother,FALSE,00331,516,15,1996
continue,s18557,M,BC,0.781,0.474,0.781,7,7,mother,FALSE,00322,179,8,1955
continue,s18558,M,BC,0.343,0.434,0.343,2,2,mother,TRUE,00345,143,28,1879
continue,s18559,M,BC,0.388,0.355,0.388,4,5,mother,TRUE,00394,122,15,1889
drop,s18560,M,OC,0.646,0.317,0.646,6,7,mother,TRUE,00308,38,1,1799
continue,s18561,M,BC,0.89,0.644,0.89,2,2,mother,TRUE,00348,80,14,1871
continue,s18562,M,SC,0.335,0.483,0.335,5,2,father,TRUE,00331,516,15,1996
continue,s18563,M,SC,0.733,0.448,0.733,1,7,mother,TRUE,00361,287,15,1992
continue,s18564,M,OC,0.709,0.921,0.709,4,4,mother,TRUE,00338,145,2,1929
continue,s18565,M,BC,0.632,0.445,0.632,9,4,mother,TRUE,00337,185,15,1975
continue,s18566,M,BC,0.966,0.806,0.966,4,10,mother,TRUE,00341,430,44,1959
continue,s18567,M,OC,0.409,0.399,0.409,6,8,father,TRUE,00360,273,2,1995
continue,s18568,M,SC,0.505,0.409,0.505,6,8,father,TRUE,00319,96,4,1999
continue,s18569,M,SC,0.655,0.553,0.655,3,0,father,TRUE,00388,155,1,1910
continue,s18570,M,BC,0.674,0.614,0.674,5,6,mother,FALSE,00389,299,1,1921
drop,s18571,M,BC,0.725,0.556,0.725,6,2,father,TRUE,00328,356,14,1943
continue,s18572,M,OC,0.454,0.611,0.454,5,5,mother,TRUE,00363,148,28,1895
continue,s18573,M,SC,0.707,0.571,0.707,4,4,mother,TRUE,00383,132,14,1996
continue,s18574,M,OC,0.434,0.353,0.434,2,3,other,TRUE,00313,399,14,1916
continue,s18575,M,SC,0.547,0.288,0.547,4,6,father,TRUE,00362,397,5,1950
continue,s18576,M,BC,0.768,0.755,0.768,4,7,father,TRUE,00322,179,8,1955
continue,s18577,M,OC,0.862,0.67,0.862,2,4,father,TRUE,00327,251,18,1984
continue,s18578,M,SC,0.865,0.435,0.865,5,8,mixed,TRUE,00390,140,14,1972
continue,s18579,M,BC,0.534,0.611,0.534,5,6,mixed,TRUE,00323,344,28,1961
continue,s18580,M,BC,0.609,0.542,0.609,5,11,mother,TRUE,00334,571,61,1924
continue,s18581,M,BC,0.174,0.402,0.174,2,10,father,TRUE,00389,299,1,1921
continue,s18582,M,SC,0.896,0.827,0.896,9,4,mother,TRUE,00362,397,5,1950
continue,s18583,M,BC,0.376,0.615,0.376,8,6,mother,TRUE,00353,359,8,1986
continue,s18584,M,BC,0.571,0.463,0.571,4,10,mother,TRUE,00315,280,1,1923
continue,s18585,M,BC,0.739,0.625,0.739,5,6,father,TRUE,00310,262,28,1985
continue,s18586,M,ST,0.679,0.714,0.679,4,4,mother,TRUE,00348,80,14,1871
continue,s18587,M,SC,0.628,0.626,0.628,2,5,mother,TRUE,00370,272,1,1961
continue,s18588,M,ST,0.349,0.302,0.349,1,0,mother,TRUE,00312,257,14,1946
continue,s18589,M,BC,0.808,0.855,0.808,6,6,father,TRUE,00377,86,14,1954
continue,s18590,M,OC,0.214,0.684,0.214,4,3,mixed,TRUE,00386,220,30,1847
continue,s18591,M,BC,0.137,0.214,0.137,4,4,mother,TRUE,00386,220,30,1847
continue,s18592,M,BC,0.794,0.732,0.794,3,5,father,TRUE,00383,132,14,1996
continue,s18593,M,BC,0.763,0.318,0.763,4,0,mixed,TRUE,00310,262,28,1985
continue,s18594,M,SC,0.523,0.522,0.523,7,10,mother,TRUE,00382,470,71,1896
continue,s18595,M,SC,0.564,0.602,0.564,5,11,mother,TRUE,00368,240,15,1893
continue,s18596,M,BC,0.25,0.363,0.25,1,3,mother,FALSE,00397,221,15,1915
continue,s18597,M,BC,0.321,0.38,0.321,5,0,mother,TRUE,00343,353,15,1957
continue,s18598,M,BC,0.638,0.309,0.638,6,6,mother,FALSE,00369,387,28,1921
continue,s18599,M,BC,0.628,0.33,0.628,7,4,mother,FALSE,00361,287,15,1992
continue,s18600,M,SC,0.764,0.722,0.764,5,4,mother,TRUE,00337,185,15,1975
continue,s18601,M,BC,0.558,0.573,0.558,1,4,mother,TRUE,00397,221,15,1915
continue,s18602,M,BC,0.711,0.456,0.711,5,3,mother,TRUE,00302,191,2,1948
continue,s18603,M,BC,0.462,0.45,0.462,0,10,father,TRUE,00382,470,71,1896
continue,s18604,M,BC,0.926,0.65,0.926,0,5,mother,TRUE,00351,251,100,1924
continue,s18605,M,OC,0.405,0.512,0.405,5,0,father,TRUE,00353,359,8,1986
continue,s18606,M,BC,0.8,0.513,0.8,6,4,mother,TRUE,00394,122,15,1889
continue,s18607,M,BC,0.142,0.687,0.142,4,4,mother,TRUE,00392,469,14,1905
continue,s18608,M,OC,0.737,0.889,0.737,2,5,mother,FALSE,00368,240,15,1893
continue,s18609,M,BC,0.372,0.302,0.372,1,0,mother,FALSE,00351,251,100,1924
continue,s18610,M,OC,0.32,0.462,0.32,1,6,father,TRUE,00365,444,14,1970
continue,s18611,M,BC,0.517,0.506,0.517,1,9,mother,TRUE,00382,470,71,1896
continue,s18612,M,SC,0.602,0.642,0.602,0,6,father,TRUE,00382,470,71,1896
continue,s18613,M,BC,0.538,0.468,0.538,4,8,mother,TRUE,00383,132,14,1996
continue,s18614,M,BC,0.104,0.335,0.104,2,7,mother,FALSE,00345,143,28,1879
continue,s18615,M,SC,0.502,0.573,0.502,2,4,mother,TRUE,00334,571,61,1924
continue,s18616,M,OC,0.296,0.26,0.296,6,6,mother,FALSE,00388,155,1,1910
continue,s18617,M,SC,0.612,0.285,0.612,9,5,mother,FALSE,00312,257,14,1946
continue,s18618,M,BC,0.201,0.317,0.201,8,5,mother,TRUE,00315,280,1,1923
continue,s18619,M,OC,0.414,0.529,0.414,4,0,father,TRUE,00353,359,8,1986
drop,s18620,M,OC,0.359,0.521,0.359,2,7,other,TRUE,00314,286,28,1903
continue,s18621,M,SC,0.099,0.354,0.099,3,1,mother,TRUE,00392,469,14,1905
continue,s18622,M,BC,0.094,0.287,0.094,4,6,mother,TRUE,00342,295,18,1907
continue,s18623,M,BC,0.393,0.338,0.393,2,2,mother,TRUE,00304,390,28,1914
continue,s18624,M,BC,0.423,0.238,0.423,4,3,mother,TRUE,00368,240,15,1893
continue,s18625,M,ST,0.631,0.519,0.631,3,6,father,TRUE,00378,121,28,1971
continue,s18626,M,BC,0.433,0.559,0.433,8,4,mother,TRUE,00355,96,1,1966
continue,s18627,M,BC,0.126,0.26,0.126,4,0,mother,TRUE,00369,387,28,1921
continue,s18628,M,SC,0.539,0.727,0.539,1,7,mother,TRUE,00344,220,71,1910
continue,s18629,M,BC,0.167,0.405,0.167,2,6,father,TRUE,00334,571,61,1924
continue,s18630,M,BC,0.797,0.977,0.797,1,6,mother,TRUE,00365,444,14,1970
continue,s18631,M,BC,0.562,0.636,0.562,1,5,mother,TRUE,00372,99,14,1956
continue,s18632,M,SC,0.513,0.492,0.513,7,5,mother,TRUE,00368,240,15,1893
continue,s18633,M,BC,0.737,0.706,0.737,2,2,mother,TRUE,00331,516,15,1996
continue,s18634,M,BC,0.436,0.621,0.436,7,9,mother,TRUE,00304,390,28,1914
continue,s18635,M,SC,0.51,0.582,0.51,0,4,mother,TRUE,00369,387,28,1921
continue,s18636,M,BC,0.361,0.463,0.361,0,2,mother,TRUE,00353,359,8,1986
continue,s18637,M,SC,0.365,0.379,0.365,2,6,mother,TRUE,00362,397,5,1950
continue,s18638,M,BC,0.663,0.823,0.663,4,4,father,TRUE,00376,68,15,1918
continue,s18639,M,BC,0.635,0.406,0.635,7,11,father,TRUE,00344,220,71,1910
continue,s18640,M,SC,0.562,0.709,0.562,6,3,mother,TRUE,00380,228,15,1918
continue,s18641,M,BC,0.478,0.523,0.478,5,6,mother,TRUE,00323,344,28,1961
continue,s18642,M,BC,0.563,0.639,0.563,4,12,father,TRUE,00341,430,44,1959
continue,s18643,M,OC,0.552,0.524,0.552,0,3,mother,TRUE,00372,99,14,1956
continue,s18644,M,BC,0.562,0.364,0.562,7,5,mother,TRUE,00312,257,14,1946
continue,s18645,M,OC,0.611,0.563,0.611,4,7,mother,FALSE,00361,287,15,1992
continue,s18646,M,SC,0.848,0.868,0.848,6,9,mother,TRUE,00348,80,14,1871
continue,s18647,M,BC,0.916,0.757,0.916,6,3,mother,TRUE,00331,516,15,1996
drop,s18648,M,SC,0.685,0.662,0.685,4,2,mother,TRUE,00314,286,28,1903
continue,s18649,M,SC,0.173,0.518,0.173,8,3,mother,TRUE,00322,179,8,1955
continue,s18650,M,BC,0.686,0.83,0.686,2,0,mother,TRUE,00369,387,28,1921
continue,s18651,M,SC,0.342,0.214,0.342,1,9,mother,TRUE,00304,390,28,1914
continue,s18652,M,BC,0.671,0.731,0.671,6,11,mother,TRUE,00334,571,61,1924
continue,s18653,M,OC,0.581,0.457,0.581,2,11,mother,TRUE,00384,190,14,1996
continue,s18654,M,BC,0.124,0.24,0.124,8,6,father,TRUE,00329,275,60,1914
continue,s18655,M,SC,0.357,0.573,0.357,2,7,mother,TRUE,00343,353,15,1957
drop,s18656,M,BC,0.389,0.216,0.389,6,5,mother,TRUE,00365,444,14,1970
continue,s18657,M,BC,0.442,0.571,0.442,0,7,father,TRUE,00389,299,1,1921
continue,s18658,M,OC,0.499,0.744,0.499,9,11,mother,TRUE,00359,305,44,1915
continue,s18659,M,SC,0.366,0.44,0.366,2,6,mother,TRUE,00359,305,44,1915
continue,s18660,M,SC,0.575,0.719,0.575,1,2,mother,TRUE,00314,286,28,1903
continue,s18661,M,BC,0.621,0.628,0.621,5,6,mother,TRUE,00323,344,28,1961
continue,s18662,M,ST,0.34,0.632,0.34,4,2,mixed,TRUE,00360,273,2,1995
continue,s18663,M,SC,0.408,0.659,0.408,4,4,mother,TRUE,00313,399,14,1916
continue,s18664,M,SC,0.373,0.615,0.373,4,8,father,TRUE,00305,354,86,1986
continue,s18665,M,ST,0.294,0.51,0.294,3,5,mixed,TRUE,00336,206,17,1940
continue,s18666,M,OC,0.802,0.891,0.802,6,7,mother,TRUE,00344,220,71,1910
continue,s18667,M,BC,0.113,0.16,0.113,0,6,mother,TRUE,00357,57,14,1929
continue,s18668,M,BC,0.456,0.518,0.456,4,10,mother,TRUE,00313,399,14,1916
continue,s18669,M,OC,0.4,0.352,0.4,8,3,mother,TRUE,00323,344,28,1961
continue,s18670,M,BC,0.458,0.413,0.458,6,2,father,TRUE,00324,170,31,1949
continue,s18671,M,OC,0.824,0.846,0.824,4,4,mother,TRUE,00371,136,2,1925
continue,s18672,M,BC,0.44,0.42,0.44,1,4,mother,TRUE,00359,305,44,1915
continue,s18673,M,BC,0.766,0.854,0.766,5,10,mother,TRUE,00378,121,28,1971
continue,s18674,M,BC,0.667,0.443,0.667,6,2,father,FALSE,00329,275,60,1914
continue,s18675,M,BC,0.023,0.441,0.023,6,3,mother,TRUE,00313,399,14,1916
continue,s18676,M,SC,0.447,0.654,0.447,4,3,mother,TRUE,00392,469,14,1905
continue,s18677,M,BC,0.851,0.753,0.851,4,6,other,FALSE,00310,262,28,1985
continue,s18678,M,BC,0.316,0.238,0.316,3,4,mother,TRUE,00360,273,2,1995
continue,s18679,F,BC,0.229,0.248,0.229,0,3,mother,TRUE,00348,80,14,1871
continue,s18680,F,OC,0.209,0.267,0.209,3,6,mother,TRUE,00383,132,14,1996
continue,s18681,F,SC,0.582,0.623,0.582,7,6,father,FALSE,00331,516,15,1996
continue,s18682,F,BC,0.478,0.332,0.478,9,0,mother,TRUE,00356,154,NA,NA
drop,s18683,F,BC,0.594,0.511,0.594,6,7,father,TRUE,00389,299,1,1921
continue,s18684,F,SC,0.642,0.551,0.642,0,5,mother,FALSE,00362,397,5,1950
continue,s18685,F,BC,0.519,0.697,0.519,2,8,mother,FALSE,00353,359,8,1986
continue,s18686,F,SC,0.766,0.647,0.766,2,4,mother,TRUE,00392,469,14,1905
continue,s18687,F,BC,0.39,0.497,0.39,3,2,mother,TRUE,00315,280,1,1923
continue,s18688,F,OC,0.49,0.806,0.49,5,6,mother,FALSE,00354,184,NA,NA
continue,s18689,F,BC,0.691,0.147,0.691,4,3,father,TRUE,00370,272,1,1961
continue,s18690,F,SC,0.266,0.271,0.266,4,2,mother,TRUE,00356,154,NA,NA
continue,s18691,F,SC,1.032,0.828,1.032,0,4,mother,TRUE,00333,335,43,1916
continue,s18692,F,SC,0.464,0.593,0.464,8,4,mother,TRUE,00313,399,14,1916
continue,s18693,F,OC,0.198,0.27,0.198,2,7,mother,FALSE,00389,299,1,1921
drop,s18694,F,BC,0.134,0.472,0.134,4,7,mother,FALSE,00304,390,28,1914
continue,s18695,F,BC,0.569,0.455,0.569,2,9,father,TRUE,00389,299,1,1921
continue,s18696,F,OC,0.681,0.849,0.681,4,10,mother,TRUE,00377,86,14,1954
continue,s18697,F,BC,0.461,0.379,0.461,6,6,father,FALSE,00325,97,43,1842
continue,s18698,F,BC,0.511,0.6,0.511,3,9,mother,TRUE,00365,444,14,1970
continue,s18699,F,SC,0.896,0.859,0.896,8,3,father,TRUE,00318,54,17,1867
drop,s18700,F,BC,0.408,0.798,0.408,9,5,mother,TRUE,00366,62,28,1897
continue,s18701,F,SC,0.163,0.48,0.163,4,6,mother,TRUE,00389,299,1,1921
continue,s18702,M,SC,0.649,0.411,0.649,5,6,mother,TRUE,00322,179,8,1955
continue,s18703,M,SC,0.442,0.643,0.442,8,4,father,TRUE,00304,390,28,1914
continue,s18704,M,SC,0.694,0.265,0.694,3,2,mother,TRUE,00323,344,28,1961
continue,s18705,M,SC,0.699,0.353,0.699,3,12,mother,TRUE,00343,353,15,1957
continue,s18706,M,SC,0.511,0.403,0.511,4,5,mother,FALSE,00392,469,14,1905
continue,s18707,M,BC,0.301,0.146,0.301,4,10,mother,TRUE,00333,335,43,1916
continue,s18708,M,SC,0.659,0.347,0.659,8,8,mother,TRUE,00331,516,15,1996
continue,s18709,M,OC,0.226,0.173,0.226,4,5,father,FALSE,00380,228,15,1918
continue,s18710,M,SC,0.551,0.277,0.551,2,10,father,TRUE,00361,287,15,1992
continue,s18711,M,SC,0.437,0.442,0.437,0,3,mother,TRUE,00341,430,44,1959
drop,s18712,M,ST,0.749,1.01,0.749,4,6,father,TRUE,00305,354,86,1986
continue,s18713,M,OC,0.478,0.642,0.478,4,0,father,TRUE,00346,87,30,1967
continue,s18714,M,OC,0.323,0.429,0.323,2,7,mother,TRUE,00305,354,86,1986
continue,s18715,M,BC,0.633,0.885,0.633,6,2,mother,TRUE,00386,220,30,1847
continue,s18716,M,SC,0.337,0.283,0.337,2,6,other,TRUE,00323,344,28,1961
continue,s18717,M,BC,0.344,0.351,0.344,6,0,other,TRUE,00392,469,14,1905
continue,s18718,M,BC,0.183,0.077,0.183,4,6,mother,FALSE,00386,220,30,1847
continue,s18719,F,SC,0.409,0.514,0.409,6,0,mother,TRUE,00392,469,14,1905
continue,s18720,F,BC,0.29,0.512,0.29,4,7,mother,TRUE,00370,272,1,1961
