"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Feedback"
23,"Yes","Travel_Rarely",1243,"Research & Development",6,"Bachelor","Life Sciences",1,3,"Male",63,4,1,"Laboratory Technician",1,"Married",1601,3445,1,"Yes",21,4,3,80,2,1,2,3,0,0,0,0,"Reorgs every 6 months regardless of departmental needs Getting promoted on merit is near impossible Zombie projects are the norm Lots of people trying to steal your ideas and backstab you for advancement opportunities"
29,"Yes","Travel_Rarely",805,"Research & Development",1,"College","Life Sciences",1,2,"Female",36,2,1,"Laboratory Technician",1,"Married",2319,6689,1,"Yes",11,3,4,80,1,1,1,3,1,0,0,0,"too many good management places taken by old per2003 guys no way to move over them even if you are extraordinary little personal freedom to work on your own idea it was the other way around 4 years ago too much protocol"
33,"Yes","Travel_Rarely",118,"Sales",16,"Bachelor","Marketing",1,1,"Female",69,3,2,"Sales Executive",1,"Single",5324,26507,5,"No",15,3,3,80,0,6,3,3,3,2,0,2,"Biggest problem at Google = poor managers who lack leadership skills My manager never once created an annual or quarterly strategic business plan He actually I filled in the template given by management but he never created a plan we could work toward As a result people did what they wanted which was not always most profitable in part because short term incentives dont align with long term profitability"
58,"Yes","Travel_Rarely",286,"Research & Development",2,"Master","Life Sciences",1,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,80,0,40,2,3,31,15,13,8,"The promotion structure is problematic How you do in your core job is very undervalued in determining promotions You can be amazing at the main part of your job but whats prized are all the extra little projects Youd be better of neglecting your main job to take on 5 little side projects They also tend to hire way too many people for management positions from outside rather than promoting from within "
28,"Yes","Travel_Rarely",890,"Research & Development",2,"Master","Medical",1,3,"Male",46,3,1,"Research Scientist",3,"Single",4382,16374,6,"No",17,3,4,80,0,5,3,2,2,2,2,1,"Too many people full of themselves extremely flat company structure with little or no promotion opportunities depending on the departmentproduct you are working on"
49,"Yes","Travel_Rarely",1184,"Sales",11,"Bachelor","Marketing",1,3,"Female",43,3,3,"Sales Executive",4,"Married",7654,5860,1,"No",18,3,1,80,2,9,3,4,9,8,7,7,"contractors are treated with disrespect the company makes it unclear what is needed in order to transition from a contractor to a full time employee contractors are left in the dark "
55,"Yes","Travel_Rarely",436,"Sales",2,"Others","Medical",1,3,"Male",37,3,2,"Sales Executive",4,"Single",5160,21519,4,"No",16,3,3,80,0,12,3,2,9,7,7,3,"managers detached not aligned with team goals focus on networking and their next job chaotic siloed organization lots of inefficiency sales organization is afterthought mostly exists to patch up bad adwords user experience  so youre there to fix a problem nobody wants to admits exists not a great career track"
26,"Yes","Travel_Frequently",887,"Research & Development",5,"College","Medical",1,3,"Female",88,2,1,"Research Scientist",3,"Married",2366,20898,1,"Yes",14,3,1,80,1,8,2,3,8,7,1,7,"No career development  ladder  useful feedback If youre not Eng youre nothing  FAIR WARNING When you realize there is more to a career than free food and you start to apply with other companies you will most likely be asked if you know how to behave yourself  act like an adult  perform in a traditional office environment"
35,"Yes","Travel_Frequently",130,"Research & Development",25,"Master","Life Sciences",1,4,"Female",96,3,1,"Research Scientist",2,"Divorced",2022,16612,1,"Yes",19,3,1,80,1,10,3,2,10,2,7,8,"You might get allocated to a position that is below or mismatched with your skills Since the majority of their software engineers are PhDs there are many PhDs doing things you dont need a PhD for  flipping burgers Less opportunity for career advancement managers tend to get hired externally rather than promoted internally"
29,"Yes","Travel_Rarely",341,"Sales",1,"Bachelor","Medical",1,2,"Female",48,2,1,"Sales Representative",3,"Divorced",2800,23522,6,"Yes",19,3,3,80,3,5,3,3,3,2,0,2,"the hours were really inflexible and sometimes it was hard to get time off the working conditions werent very ideal either"
32,"Yes","Travel_Rarely",374,"Research & Development",25,"Master","Life Sciences",1,1,"Male",87,3,1,"Laboratory Technician",4,"Single",2795,18016,1,"Yes",24,4,3,80,0,1,2,1,1,0,0,1,"Google management is pretty bad Many cool innovative ideas from engineers were killed by managers because they were unable to understand their importance Projects similar to facebook and yelp were made in google long time ago and they did not start and succeed because of management failure Top management never understood importance of social and local until very recent time"
58,"Yes","Travel_Frequently",781,"Research & Development",2,"Others","Life Sciences",1,4,"Male",57,2,1,"Laboratory Technician",4,"Divorced",2380,13384,9,"Yes",14,3,4,80,1,3,3,2,1,0,0,0,"unfair slow promotions process if you manager really likes you you get promoted if they sort of like you youre in purgatorium forever if they dont youre managed out boring work red tape all big company problems and more many products competing with each other or duplicating effort chaos in communication between teams bureaucracy in order to get simple stuff fone"
20,"Yes","Travel_Rarely",500,"Sales",2,"Bachelor","Medical",1,3,"Female",49,2,1,"Sales Representative",3,"Single",2044,22052,1,"No",13,3,4,80,0,2,3,2,2,2,0,2,"Your time at Google is entirely dependent on the capabilities of your manager  I worked in MTV for 45 years and Ive never been at a place with more inconsistent quality of managers I reported to 6 managers during my time A few were great but others were horrifyingly bad Had enough with my last manager who was self serving and not well liked by his group yet the company did NOTHING to remove him"
21,"Yes","Travel_Rarely",1427,"Research & Development",18,"Others","Other",1,4,"Female",65,3,1,"Research Scientist",4,"Single",2693,8870,1,"No",19,3,1,80,0,1,3,2,1,0,0,0,"You never have a career path  Youll need months to figure out how to grad an easy number through the legacy system needless to mention about the reviews permissions etc"
22,"Yes","Travel_Rarely",617,"Research & Development",3,"Others","Life Sciences",1,2,"Female",34,3,2,"Manufacturing Director",3,"Married",4171,10022,0,"Yes",19,3,1,80,1,4,3,4,3,2,0,2,"no room to really advance Youre just a number"
41,"Yes","Travel_Rarely",1085,"Research & Development",2,"Master","Life Sciences",1,2,"Female",57,1,1,"Laboratory Technician",4,"Divorced",2778,17725,4,"Yes",13,3,3,80,1,10,1,2,7,7,1,0,"For more senior people odds are youre going to be waiting a long time for any kind of promotion You will also be way older than most of the people you work with and your manager may or may not understand family commitments Google in general does  Your manager may or may not care about you"
39,"Yes","Travel_Rarely",1122,"Research & Development",6,"Bachelor","Medical",1,4,"Male",70,3,1,"Laboratory Technician",1,"Married",2404,4303,7,"Yes",21,4,4,80,0,8,2,1,2,2,2,2,"Perks are second to none Google provides every employee with free food freshly prepared on site each day by professional chefs Google also provides free transportation to  from work from many areas where employees live Google also has health care facilities onsite so that employees dont have to spend time driving to the doctor"
25,"Yes","Travel_Rarely",867,"Sales",19,"College","Marketing",1,3,"Male",36,2,1,"Sales Representative",2,"Married",2413,18798,1,"Yes",18,3,3,80,3,1,2,3,1,0,0,0,"It became way too political specially with upper management completely lost its way and lacking a vision"
19,"Yes","Travel_Rarely",419,"Sales",21,"Bachelor","Other",1,4,"Male",37,2,1,"Sales Representative",2,"Single",2121,9947,1,"Yes",13,3,2,80,0,1,3,4,1,0,0,0,"Google has become just another big software company like Microsoft or Amazon The Kirkland office feels like Microsoft or Amazon depending on where your Google Director originally was recruited from"
20,"Yes","Travel_Rarely",129,"Research & Development",4,"Bachelor","Technical Degree",1,1,"Male",84,3,1,"Laboratory Technician",1,"Single",2973,13008,1,"No",19,3,2,80,0,1,2,3,1,0,0,0,"Unless you are a superstar individual and knows how to socialize with other super star the upside for career advancement is not too promising"
36,"Yes","Travel_Rarely",530,"Sales",3,"Others","Life Sciences",1,3,"Male",51,2,3,"Sales Executive",4,"Married",10325,5518,1,"Yes",11,3,1,80,1,16,6,3,16,7,3,7,"Finance is a 2nd class function at best and in general has very limited power within the organization This can make it difficult to make a difference or even be heard outside of the org Often those who succeed in finance are those that can please their business partners in EngineeringProduct which can cause incredible conflicts of interest"
37,"Yes","Travel_Rarely",625,"Sales",1,"Master","Life Sciences",1,1,"Male",46,2,3,"Sales Executive",3,"Married",10609,14922,5,"No",11,3,3,80,0,17,2,1,14,1,11,7,"Flexibility and openness have taken a nose dive as the company became larger and more compartmentalized  No one wants you to work on the worlds most interesting problems no matter what their employment ads say  20 time has become a myth No one wants you working on their projects or on your own"
58,"Yes","Travel_Rarely",289,"Research & Development",2,"Bachelor","Technical Degree",1,4,"Male",51,3,1,"Research Scientist",3,"Single",2479,26227,4,"No",24,4,1,80,0,7,4,3,1,0,0,0,"Blind allocation Your initial assignment may have nothing to do with your interests or experience and policy is that you must stay in that assignment for 18 months before you can transfer though there are exceptions Googles success makes it difficult to criticize How can we be doing it wrong if were making this much money"
40,"Yes","Non-Travel",1479,"Sales",24,"Bachelor","Life Sciences",1,2,"Female",100,4,4,"Sales Executive",2,"Single",13194,17071,4,"Yes",16,3,4,80,0,22,2,2,1,0,0,0,"Very flat organization limited opportunities outside engineering and sales Sales office becoming more and more faceless  not at all Googley Long term client relationships sacrifices for shortterm quota gains"
31,"Yes","Non-Travel",335,"Research & Development",9,"College","Medical",1,3,"Male",46,2,1,"Research Scientist",1,"Single",2321,10322,0,"Yes",22,4,1,80,0,4,0,3,3,2,1,2,"My teams management is incompetent and strives to build walls between employees and contractors They suffer from a lack of transparency a lack of understanding about the specific work that we do and poor communication skills The end result is that an entire group of dedicated contractors now harbors a distrust and a dislike for Google"
29,"Yes","Travel_Rarely",906,"Research & Development",10,"Bachelor","Life Sciences",1,4,"Female",92,2,1,"Research Scientist",1,"Single",2404,11479,6,"Yes",20,4,3,80,0,3,5,3,0,0,0,0,"Disclaimer Google is the most decentralized company Ive worked for in the degree to which different groups and projects have their own work intensity culture ambitiousness manager quality etc A lot of people I know love working here feel they are working on interestingimportant projects and are full of respect for their colleagues and leadership"
30,"Yes","Travel_Rarely",138,"Research & Development",22,"Bachelor","Life Sciences",1,1,"Female",48,3,1,"Research Scientist",3,"Married",2132,11539,4,"Yes",11,3,2,80,0,7,2,3,5,2,0,1,"Food didnt taste that great Long hours Shuttles crowded Good luck finding those smart people Good luck getting 20 time"
35,"Yes","Travel_Rarely",622,"Research & Development",14,"Master","Other",1,3,"Male",39,2,1,"Laboratory Technician",2,"Divorced",3743,10074,1,"Yes",24,4,4,80,1,5,2,1,4,2,0,2,"The interviews are really bad for the applicant you learn nothing from what you will be doing and are interviewed only by people from completely different areas of expertise than yours If you decide to come here expect to have 56 layers of management above you Unless your are a big shot or manage to get a strong ally you often get the promise of leading some significant project"
20,"Yes","Travel_Rarely",1097,"Research & Development",11,"Bachelor","Medical",1,4,"Female",98,2,1,"Research Scientist",1,"Single",2600,18275,1,"Yes",15,3,1,80,0,1,2,3,1,0,0,0,"Everything else The offices are placed in the cities Horrible commute nonstop parking troubles The offices themselves are horrible very densely packed Its the only place Ive seen that has more densely packed offices than the banks When you sign up you dont get to know what group youll be assigned too The job itself is incredibly stupid youre guaranteed to be vastly overqualified for it "
30,"Yes","Travel_Frequently",109,"Research & Development",5,"Bachelor","Medical",1,2,"Female",60,3,1,"Laboratory Technician",2,"Single",2422,25725,0,"No",17,3,1,80,0,4,3,3,3,2,1,2," Entertainment Really  There isnt any time to take advantage of all the Entertainment mentioned above unless you sacrifice your lunch break or one of the 15 minute morning  afternoon breaks Sacrifice resting after doing my job NO WAY See below  With the amount of sweat and bodily exertion"
37,"Yes","Travel_Rarely",1141,"Research & Development",11,"College","Medical",1,1,"Female",61,1,2,"Healthcare Representative",2,"Married",4777,14382,5,"No",15,3,1,80,0,15,2,1,1,0,0,0,"Ratio of nonengineering to engineering employees not scalable to growth Lack of upper management support for needs of changing employee demographics and worklife balance"
26,"Yes","Non-Travel",265,"Sales",29,"College","Medical",1,2,"Male",79,1,2,"Sales Executive",1,"Single",4969,21813,8,"No",18,3,4,80,0,7,6,3,2,2,2,2,"Good luck taking advantage of the perks I felt like I was sneaking out anytime I walked over to get a coffee or talk a quick walk around the building for a break Expected to be at work from 8am to 11pm Was reprimanded for talking advantage of amenities instead of working an hour out of a 14 hour day"
52,"Yes","Travel_Rarely",266,"Sales",2,"Others","Marketing",1,1,"Female",57,1,5,"Manager",4,"Married",19845,25846,1,"No",15,3,4,80,1,33,3,3,32,14,6,9,"As a long time Googler more than 10 years it pains me to write this but it has gotten so bad that I feel compelled Google used to be a place driven by a culture of collaboration innovation and well Googleyness Unfortunately this is no longer the case The culture has descended into one where employees are pitted against each other by a rating system "
36,"Yes","Travel_Rarely",885,"Research & Development",16,"Master","Life Sciences",1,3,"Female",43,4,1,"Laboratory Technician",1,"Single",2743,8269,1,"No",16,3,3,80,0,18,1,3,17,13,15,14,"Im used to startup culture and I had a serious culture shock coming to Google Maybe it varies somewhat by team but from my vantage point engineering seemed very bloated and bureaucratic There is an obscenely long and restrictive style guide of programming rules that must be followed and companywide banned language features that makes coding much less productive than Im used to "
36,"Yes","Travel_Rarely",660,"Research & Development",15,"Bachelor","Other",1,1,"Male",81,3,2,"Laboratory Technician",3,"Divorced",4834,7858,7,"No",14,3,2,80,1,9,3,2,1,0,0,0,"1 Long working hours no worklife balance 2 If you work only for 40hours you wont get promoted and you will be sacked"
26,"Yes","Travel_Frequently",342,"Research & Development",2,"Bachelor","Life Sciences",1,1,"Male",57,3,1,"Research Scientist",1,"Married",2042,15346,6,"Yes",14,3,2,80,1,6,2,3,3,2,1,2,"There is very little emphasis on customers the majority of folks who work here are motivated by two things better resume and tech stuff that one ups other techies  As a rather high ranking techie from half way across the world these folks are not at all what I expected in terms of caliber"
20,"Yes","Travel_Frequently",769,"Sales",9,"Bachelor","Marketing",1,4,"Female",54,3,1,"Sales Representative",4,"Single",2323,17205,1,"Yes",14,3,2,80,0,2,3,3,2,2,0,2,"1 Worklife balance is nonexistent 2 The recruiting organization is very metrics driven 3 Very political"
21,"Yes","Travel_Rarely",1334,"Research & Development",10,"Bachelor","Life Sciences",1,3,"Female",36,2,1,"Laboratory Technician",1,"Single",1416,17258,1,"No",13,3,1,80,0,1,6,2,1,0,1,0,"You will get burned out eventually which is why the majority of the employees dont last more than 3 years You are expected to work day and night no matter what role youre in and be available when away on vacations Management will stress over and over that they wan you to check out for PTO but when you do it backfires and Ive had 9 different managers and all were the same"
51,"Yes","Travel_Rarely",1323,"Research & Development",4,"Master","Life Sciences",1,1,"Male",34,3,1,"Research Scientist",3,"Married",2461,10332,9,"Yes",12,3,3,80,3,18,2,4,10,0,2,7,"After all the interviews they have nothing to offer you other than status for your resume"
28,"Yes","Non-Travel",1366,"Research & Development",24,"College","Technical Degree",1,2,"Male",72,2,3,"Healthcare Representative",1,"Single",8722,12355,1,"No",12,3,1,80,0,10,2,2,10,7,1,9,"No specific order Smartest people in Junior roles causes complacency Jealousy Concept idea stealing lack of integrity The way Temps  Consultants are treated as 2nd class citizens People get lazy and tend to meet virtually in the same building = no human connection Not friendly people that sit around you dont say hello and if you do wow the strangest reaction"
44,"Yes","Travel_Rarely",1376,"Human Resources",1,"College","Medical",1,2,"Male",91,2,3,"Human Resources",1,"Married",10482,2326,9,"No",14,3,4,80,1,24,1,3,20,6,3,6,"The sales org is a big bureaucratic mess Most decisions are made by upper management with a very shortterm focus  and everyone has to play along  to get that director hisher next bonus Promotions are 100 driven by politics vs how you perform in your core role"
35,"Yes","Travel_Rarely",1204,"Sales",4,"Bachelor","Technical Degree",1,4,"Male",86,3,3,"Sales Executive",1,"Single",9582,10333,0,"Yes",22,4,1,80,0,9,2,3,8,7,4,7,"Management lack of career pathing No work life balance"
33,"Yes","Travel_Frequently",827,"Research & Development",29,"Master","Medical",1,1,"Female",54,2,2,"Research Scientist",3,"Single",4508,3129,1,"No",22,4,2,80,0,14,4,3,13,7,3,8,"Disorganized management Arrogance and complacency are rampant think Micro$oft in the 90s You cant trust your coworkers A collection of failed attempts to diversify kept afloat by one cash cow depressing to everyone not working on search Most managers actively sabotage your efforts at working on a 20 project  very frustrating"
25,"Yes","Travel_Rarely",1219,"Research & Development",4,"Others","Technical Degree",1,4,"Male",32,3,1,"Laboratory Technician",4,"Married",3691,4605,1,"Yes",15,3,2,80,1,7,3,4,7,7,5,6,"Big company Political environment Quantity get higher precedence over quality Google Recruiting culture is different from the company"
26,"Yes","Travel_Rarely",1330,"Research & Development",21,"Bachelor","Medical",1,1,"Male",37,3,1,"Laboratory Technician",3,"Divorced",2377,19373,1,"No",20,4,3,80,1,1,0,2,1,1,0,0,"Amateur management Beyond the point of being disrespectful at times Ive seen this from the top leadership time and again Eventually I had to leave because of a conflict with personal values Funny thing is those at the top were simply there first longest and they are generally less competent than many of the most junior employees Heavy bureaucracy "
33,"Yes","Travel_Rarely",1017,"Research & Development",25,"Bachelor","Medical",1,1,"Male",55,2,1,"Research Scientist",2,"Single",2313,2993,4,"Yes",20,4,2,80,0,5,0,3,2,2,2,2,"Terrible place for career advancement and developing new skills promotions are more difficult and much less frequent vs similar companies and are just as political95 of folks are top overachievers anyways so competition is fierce and slots are few Flawed levelingstack ranking process inhibits growth opportunities to transfer and eventually impacts sense of selfworth and work ethic"
28,"Yes","Travel_Frequently",1009,"Research & Development",1,"Bachelor","Medical",1,1,"Male",45,2,1,"Laboratory Technician",2,"Divorced",2596,7160,1,"No",15,3,1,80,2,1,2,3,1,0,0,0,"1 Org Changes How Google Works by Eric Schmidt and Jonathan Rosenberg does not reflect Google reality Reorgs take 6+ month and no decision gets made Resulting in people being idle Not every manager supports 20 projects 2 Poor People Managers Company is large with a lot of middle management not adding value and just delegating "
50,"Yes","Travel_Frequently",959,"Sales",1,"Master","Other",1,4,"Male",81,3,2,"Sales Executive",3,"Single",4728,17251,3,"Yes",14,3,4,80,0,5,4,3,0,0,0,0,"work life balance career advancement salary raises bonuses paid out in vested stock that takes 4 years to actually pay out golden handcuffs  I realized I made a mistake of accepting the job on day 1 I lasted just over 2 years The stock benefits and golden stock handcuffs were a large part of why I stayed "
39,"Yes","Travel_Frequently",203,"Research & Development",2,"Bachelor","Life Sciences",1,1,"Male",84,3,4,"Healthcare Representative",4,"Divorced",12169,13547,7,"No",11,3,4,80,3,21,4,3,18,7,11,5,"gTech is a highly political org with many more layers of hierarchy than other orgs Eng Product Marketing etc This culture spurs unhealthy competition between coworkers who should be collaborating It also doesnt make use of individual contributors skillsets resulting in smart people doing lowlevel things"
18,"Yes","Non-Travel",247,"Research & Development",8,"Others","Medical",1,3,"Male",80,3,1,"Laboratory Technician",3,"Single",1904,13556,1,"No",12,3,4,80,0,0,0,3,0,0,0,0,"Hire the best people and give them freedom is all talk from the head of HR Make sure that your role is one with enough flexibility so you can enjoy the benefits of Google Oh the irony that one of the most moneymaking units of the company is one of the least Googley in terms of freedom for employees and transparency of the role during interviews"
33,"Yes","Travel_Rarely",603,"Sales",9,"Master","Marketing",1,1,"Female",77,3,2,"Sales Executive",1,"Single",8224,18385,0,"Yes",17,3,1,80,0,6,3,3,5,2,0,3,"Too big a company too much bureaucracy lack of shared vision diversity trust and respect hard to make any progress"
31,"Yes","Travel_Frequently",874,"Research & Development",15,"Bachelor","Medical",1,3,"Male",72,3,1,"Laboratory Technician",3,"Married",2610,6233,1,"No",12,3,3,80,1,2,5,2,2,2,2,2,"Sloooowdoing anything takes two weeks minimum Promotion process is byzantine and opaque Years to get into management Bigcompany atmosphere  dont be fooled by the entrepreneurial culture 55000 employees doesnt allow for that Standoffish management"
29,"Yes","Travel_Rarely",408,"Sales",23,"Others","Life Sciences",1,4,"Female",45,2,3,"Sales Executive",1,"Married",7336,11162,1,"No",13,3,1,80,1,11,3,1,11,8,3,10,"Founders stepping back Influx of consultants Culture declining"
42,"Yes","Travel_Frequently",481,"Sales",12,"Bachelor","Life Sciences",1,3,"Male",44,3,4,"Sales Executive",1,"Single",13758,2447,0,"Yes",12,3,2,80,0,22,2,2,21,9,13,14,"Its google corporate style startup environment doesnt work Time will tell the interviews qlarge terrible but cute Anybody 20th half a brain can pass them"
28,"Yes","Travel_Rarely",1485,"Research & Development",12,"Others","Life Sciences",1,3,"Female",79,3,1,"Laboratory Technician",4,"Married",2515,22955,1,"Yes",11,3,4,80,0,1,4,2,1,1,0,0,"Engineers lead the company which is great if they do engineering only Sadly they rule all functions and make just plain scary decisions"
43,"Yes","Travel_Rarely",1372,"Sales",9,"Bachelor","Marketing",1,1,"Female",85,1,2,"Sales Executive",3,"Single",5346,9489,8,"No",13,3,2,80,0,7,2,2,4,3,1,3,"Alot of finished work expected of you in small amounts of time Bonuses poorly distributed not great worklife balance most employees are workaholics"
44,"Yes","Travel_Rarely",1097,"Research & Development",10,"Master","Life Sciences",1,3,"Male",96,3,1,"Research Scientist",3,"Single",2936,10826,1,"Yes",11,3,3,80,0,6,4,3,6,4,0,2,"Political Dishonest Below Average Management Treats employees as disposable Low WorkLife Balace"
22,"Yes","Travel_Frequently",1256,"Research & Development",3,"Master","Life Sciences",1,3,"Male",48,2,1,"Research Scientist",4,"Married",2853,4223,0,"Yes",11,3,2,80,1,1,5,3,0,0,0,0,"Management refused to talk to you since you were a temp And you HAVE to be a temp for a year or more  much more sometimes before you can get hired on"
41,"Yes","Non-Travel",906,"Research & Development",5,"College","Life Sciences",1,1,"Male",95,2,1,"Research Scientist",1,"Divorced",2107,20293,6,"No",17,3,1,80,1,5,2,1,1,0,0,0,"Disconnected from average consumers products come second to monetization by ads"
24,"Yes","Travel_Rarely",984,"Research & Development",17,"College","Life Sciences",1,4,"Female",97,3,1,"Laboratory Technician",2,"Married",2210,3372,1,"No",13,3,1,80,1,1,3,1,1,0,0,0,"Seniority and hard work means nothing to them No growth opportunity Plays favorites Totally a labor job NO Benefits"
19,"Yes","Non-Travel",504,"Research & Development",10,"Bachelor","Medical",1,1,"Female",96,2,1,"Research Scientist",2,"Single",1859,6148,1,"Yes",25,4,2,80,0,1,2,4,1,1,0,0,"At some point in your tenure with Google it will become clear that you live in an organization that is engineered to keep you numb wellfed and scared of the outside world This maybe should be listed under Pros since youll gain a sense of empathy for hobbits cows and children in cults You will cope with onsite yoga or by spending your bonus on new Teslas The feeling will endure"
25,"Yes","Travel_Frequently",599,"Sales",24,"Others","Life Sciences",1,3,"Male",73,1,1,"Sales Representative",4,"Single",1118,8040,1,"Yes",14,3,4,80,0,1,4,3,1,0,1,0,"Supply and demand applies Everyones very talented so the ability to achieve is worthless those who excel are those who monopolize and hoard scarcer resources approvals visibility Office politics is 90 of the job"
45,"Yes","Travel_Rarely",1449,"Sales",2,"Bachelor","Marketing",1,1,"Female",94,1,5,"Manager",2,"Single",18824,2493,2,"Yes",16,3,1,80,0,26,2,3,24,10,1,11,"Work hours too long they want you to live at work"
21,"Yes","Travel_Frequently",251,"Research & Development",10,"College","Life Sciences",1,1,"Female",45,2,1,"Laboratory Technician",3,"Single",2625,25308,1,"No",20,4,3,80,0,2,2,1,2,2,2,2,"If a person is hired on at a junior level HR expects that person to earn promotions until they attain a senior level Google management winnows out those who dont earn a senior level within a certain amount of time That said Google management does not require anyone starting out at a senior level to earn promotions"
44,"Yes","Travel_Rarely",621,"Research & Development",15,"Bachelor","Medical",1,1,"Female",73,3,3,"Healthcare Representative",4,"Married",7978,14075,1,"No",11,3,4,80,1,10,2,3,10,7,0,5,"Google is now a bloated political organization Unless you are a software engineer you will learn more elsewhere and have greater upside at a Facebook or a startup HQs are in MTV outside of there your career stagnates"
29,"Yes","Travel_Rarely",806,"Research & Development",7,"Bachelor","Technical Degree",1,2,"Female",39,3,1,"Laboratory Technician",3,"Divorced",3339,17285,3,"Yes",13,3,1,80,2,10,2,3,7,7,7,7,"So many politics promotions based on popularity not aptitude"
32,"Yes","Travel_Rarely",1089,"Research & Development",7,"College","Life Sciences",1,4,"Male",79,3,2,"Laboratory Technician",3,"Married",4883,22845,1,"No",18,3,1,80,1,10,3,3,10,4,1,1,"Project scheduling was pretty haphazard Interteam communication was also pretty haphazard You were often working with people all over the world which sounds fantastic at first until you spend DAYS in video conference meetings Inept Overworked managers 70 or 80 direct reports for someone who had never managed anyone before was normal"
39,"Yes","Travel_Rarely",360,"Research & Development",23,"Bachelor","Medical",1,3,"Male",93,3,1,"Research Scientist",1,"Single",3904,22154,0,"No",13,3,1,80,0,6,2,3,5,2,0,3,"In order to excelyou must give up most of your social life to compete with people willing to spend more than 10+ hours a day at work Its not the fun company it used to be I may be a little jaded since I was there in the early days but its become more like Microsoft and the Google culture is more of a fable these days Google buys technology these days and does not innovate from within"
40,"Yes","Travel_Rarely",299,"Sales",25,"Master","Marketing",1,4,"Male",57,2,3,"Sales Executive",2,"Single",9094,17235,2,"Yes",12,3,3,80,0,9,2,3,5,4,1,0,"In the sales organization there is a pervading sense of hopelessness Almost everyone knows that there is no true hope for career advancement In fact there is not even a concrete career path for most in the organization Management in the sales organization is poor with an influx of MBA managers coming in and trying to dictate how to run the organization without much background or knowledge"
52,"Yes","Travel_Rarely",1030,"Sales",5,"Bachelor","Life Sciences",1,2,"Male",64,3,3,"Sales Executive",2,"Single",8446,21534,9,"Yes",19,3,3,80,0,10,2,2,8,7,7,7,"It is now a huge machine a very political environment and very low salaries compared to competitors Also there are people there from the preIPO days who are only nice to their inner circle and should take their millions and go away"
31,"Yes","Travel_Frequently",1060,"Sales",1,"Bachelor","Life Sciences",1,4,"Female",54,3,1,"Sales Representative",2,"Single",2302,8319,1,"Yes",11,3,1,80,0,3,2,4,3,2,2,2,"Lack of good managers Very little promotion from within and internal movement In more nonengineering focused roles its more about how much you talk versus your results I have seen many people who are actually not that great be promoted because they knew how to talk to the right people"
44,"Yes","Travel_Rarely",935,"Research & Development",3,"Bachelor","Life Sciences",1,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"No",12,3,3,80,0,10,4,4,3,2,1,2,"Like many of my peers who have commented in this site its elitist It bothers the hell out of me that someone who could only afford a community college but yet is likely an excellent account executive gets rejected"
58,"Yes","Travel_Rarely",601,"Research & Development",7,"Master","Medical",1,3,"Female",53,2,3,"Manufacturing Director",1,"Married",10008,12023,7,"Yes",14,3,4,80,0,31,0,2,10,9,5,9,"Long hours Not the place for people who want to have a life outside of work but then they arent the type who wind up getting hired anyway"
55,"Yes","Travel_Rarely",267,"Sales",13,"Master","Marketing",1,1,"Male",85,4,4,"Sales Executive",3,"Single",13695,9277,6,"Yes",17,3,3,80,0,24,2,2,19,7,3,8,"The attempt to maintain a flat organizational structure has led to major problems with promotions recognition compensation etc  There is a very real pressure to maintain the company culture and personality Individualism is promoted in theory yet rarely welcomed in practice"
31,"Yes","Travel_Frequently",703,"Sales",2,"Bachelor","Life Sciences",1,3,"Female",90,2,1,"Sales Representative",4,"Single",2785,11882,7,"No",14,3,3,80,0,3,3,4,1,0,0,0,"Company is getting more bureaucratic While many engineers are super solid some managers are only good at suckup or manageup they indulge at meetings to show their influence but unable to really be a model and lead by examples Some senior engineers are leaving as the freedom to work on innovative project is diminishing more and more new graduate or junior engineers are hired "
35,"Yes","Travel_Frequently",662,"Sales",18,"Master","Marketing",1,4,"Female",67,3,2,"Sales Executive",3,"Married",4614,23288,0,"Yes",18,3,3,80,1,5,0,2,4,2,3,2,"Pros The benefits are the best Free gourmet food a great gym subsidized massages trips to disneyland etc The people you are working with are some of the smartest around Cons If youre not a idealistic liberal democrat who is born to buy in to the googly attitude then you might feel out of place here Google seems to hire people who fit into that mold and if you deviate then you are seen as an outsider"
